Марка;Модель;Годы;Экран;Магнитола;Цена магнитолы;Рамка;Артикул рамки;Цена рамки;Проводка;Цена проводки;Итого;Статус;Вариантов рамок;Вариантов проводки;Рамок с фото
Opel;Mokka;2013–2015;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Opel Mokka 2013 - 2015 9 дюймов;BU 053N;1579;Переходник Андроид магнитолы для Chevrolet, Opel;800;19379;ок;1;1;0
Opel;Zafira;2004–2011;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Opel Astra (H), Zafira 2004 - 2011 9 дюймов (черная);OP 020N;886;Переходник Андроид магнитолы для Chevrolet, Opel;800;18686;ок;2;2;0
Peugeot;107;2005–2012;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Peugeot 107 2005 - 2012 10 дюймов;TO 207T;1490;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;21090;ок;1;1;0
Peugeot;206;1998–2012;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Peugeot 206 1998 - 2012 9 дюймов;PE 012N;1349;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;20849;ок;1;1;0
Peugeot;207;2006–2012;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Peugeot 207 9 дюймов;PEU207MFB;935;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;20435;ок;1;1;0
Peugeot;3008;2010–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Peugeot 3008 2010 - 2017 9 дюймов;PE 020N;905;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;20405;ок;1;1;0
Peugeot;301;2012–2022;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Peugeot 301 9 дюймов;PEU301MFB;1088;Переходник Андроид магнитолы для Peugeot 301;452;18540;ок;1;2;0
Peugeot;307;2001–2008;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Peugeot 307 2001 - 2008 9 дюймов Тип2;PE 021N;971;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;20471;ПРОВЕРИТЬ: годы проводки не совпали;1;1;0
Peugeot;308;2007–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Peugeot 408 2012 - 2017, 308 2007 - 2013 9 дюймов (черная);PE 011N;1215;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;20715;ок;2;2;0
Peugeot;4008;2010–2016;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Mitsubishi ASX, RVR 2010 - 2016 10 дюймов тип 2;MI 079T;2409;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;22009;ок;1;2;0
Peugeot;407;2004–2011;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Peugeot 407 2004 - 2011 9 дюймов (черная);PE 033N;821;Переходник Андроид магнитолы для Peugeot 407, Citroen C3 2002-2010 RZC;3734;21555;ок;2;3;0
Peugeot;408;2007–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Peugeot 408 2012 - 2017, 308 2007 - 2013 9 дюймов (черная);PE 011N;1215;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;20715;ок;2;1;0
Peugeot;Boxer;2006–2014;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Citroen Jumper, Peugeot Boxer, Fiat Ducato 2006+ 9 дюймов;FI 045N;1168;Переходник Андроид магнитолы для Peugeot Boxer 2 2006-2022, Citroen Jumper 2 2006-2022;1835;20003;ок;1;2;0
Peugeot;Expert;2007–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Peugeot Expert, Citroen Jumpy 2007-2016 9 дюймов;PE 048N;2471;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;21971;ок;1;1;0
Peugeot;Partner;2008–2018;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Citroen Berlingo, Peugeot Partner 2015 - 2018 9 дюймов;CI 022N;583;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;20083;ок;1;1;0
Peugeot;Traveller;2016–2025;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Citroen Spacetourer, Jumpy 2016+ , Peugeot Traveller 9 дюймов;CI 017N;1522;Переходник Андроид магнитолы для Peugeot, Citroen 2012+ (XP);2500;21022;ок;1;2;0
Porsche;Cayenne;2002–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Porsche Cayenne 2002 - 2010 9 дюймов;PS 003N;1410;Адаптер для штатной камеры Mercedes Benz, Ford, Porsche;450;18860;ПРОВЕРИТЬ: годы проводки не совпали;1;1;0
Renault;Arkana;2021–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Renault Duster 2021+ (для авто с монитором), Arkana 2019+ 10 дюймов;RE 061T;764;Переходник Андроид магнитолы для Лада Ларгус FL 2021+;650;18514;ок;1;7;0
Renault;Dokker;2012–2020;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Dokker 2012 - 2020 9 дюймов;RE 062N;1182;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19482;ок;1;4;0
Renault;Duster;2010–2015;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Duster 2010 - 2015 9 дюймов Тип2;RE 048N;1548;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19848;ок;2;6;0
Renault;Duster;2015–2021;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Duster 2015 - 2021 9 дюймов;RE 029N;1189;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19489;ок;1;6;0
Renault;Duster;2015–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Duster 15-21, Lada Largus FL (Ларгус) 21+ 9 дюймов Тип3;RE 046N;1552;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19852;ок;1;6;0
Renault;Duster;2021–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Renault Duster 2021+ (для авто с монитором), Arkana 2019+ 10 дюймов;RE 061T;764;Переходник Андроид магнитолы для Лада Ларгус FL 2021+;650;18514;ок;2;6;0
Renault;Fluence;2008–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Megane 3 2008 - 2015, Fluence 2009 - 2017 9 дюймов;RE 035N;1722;Переходник Андроид магнитолы для Renault Megane 3 (Тип2);3399;22121;ок;1;5;0
Renault;Fluence;2009–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Fluence 2009 - 2017 9 дюймов;RE 049N;3322;Переходник Андроид магнитолы для Renault Megane 3 (Тип2);3399;23721;ок;1;5;0
Renault;Kangoo;2008–2011;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Kangoo 2008 - 2021  9 дюймов;RE 045N;2026;Переходник Андроид магнитолы для Лада Ларгус FL 2021+;650;19676;ПРОВЕРИТЬ: годы проводки не совпали;1;4;0
Renault;Kangoo;2021–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Renault Kangoo 2021+ 9 дюймов;RE 086T;2194;Переходник Андроид магнитолы для Лада Ларгус FL 2021+;650;19844;ок;1;4;0
Renault;Kaptur;2016–2019;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Kaptur 2016 - 2019 9 дюймов для любой комплектации авто;TK 748;1431;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19731;ок;1;6;0
Renault;Koleos;2008–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Koleos 2008 - 2016 9 дюймов;RE 024N;1980;Переходник Андроид магнитолы для Renault Megane 3 (Тип2);3399;22379;ок;1;8;0
Renault;Logan;2004–2009;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Logan 2004 - 2009 9 дюймов;RE 038N;1438;Переходник Андроид магнитолы для Лада Ларгус FL 2021+;650;19088;ПРОВЕРИТЬ: годы проводки не совпали;1;4;0
Renault;Logan;2009–2015;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Logan, Sandero 2009 - 2015 9 дюймов;RE 021N;1439;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19739;ок;1;4;0
Renault;Logan;2015–2022;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Renault Logan, Sandero Stepway 2015+ 10 дюймов;RE 020T;1203;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19603;ок;1;4;0
Renault;Logan;2015–2025;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Logan, Sandero Stepway 2015+ 9 дюймов;TK668*;1235;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19535;ок;1;4;0
Renault;Master;2003–2011;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Renault Master 2003 — 2011 10 дюймов;RE 082T;6671;Переходник Андроид магнитолы для Лада Ларгус FL 2021+;650;24421;ПРОВЕРИТЬ: годы проводки не совпали;1;4;0
Renault;Master;2010–2020;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Renault Master, Opel Movano, Nissan NV400 2010 - 2020 10 дюймов;NI 136T+NI 167;2613;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;21013;ок;1;4;0
Renault;Megane;2002–2009;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Megane 2 2002 - 2009 9 дюймов;RE 034N;1644;Переходник Андроид магнитолы для Renault Megane 2;2828;21472;ок;1;7;0
Renault;Megane;2008–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Megane 3 2008 - 2015, Fluence 2009 - 2017 9 дюймов;RE 035N;1722;Переходник Андроид магнитолы для Renault Megane 3 (Тип2);3399;22121;ок;1;7;0
Renault;Sandero;2009–2015;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Logan, Sandero 2009 - 2015 9 дюймов;RE 021N;1439;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19739;ок;1;4;0
Renault;Sandero;2015–2022;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Renault Logan, Sandero Stepway 2015+ 10 дюймов;RE 020T;1203;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19603;ок;1;4;0
Renault;Sandero;2015–2025;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Logan, Sandero Stepway 2015+ 9 дюймов;TK668*;1235;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19535;ок;1;4;0
Renault;Trafic;2006–2010;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Renault Trafic, Opel Vivaro 06 - 10, Nissan Primstar 06 - 14 10 дюймов;RE 060T;1076;Переходник Андроид магнитолы для Лада Ларгус FL 2021+;650;18826;ПРОВЕРИТЬ: годы проводки не совпали;1;4;0
Renault;Trafic;2010–2014;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Renault Trafic, Opel Vivaro 2010 - 2014 10 дюймов;RE 057T;1415;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;19815;ок;1;4;0
Renault;Trafic;2014–2019;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Renault Trafic, Opel Vivaro 2014 - 2019 9 дюймов;RE 053N;1956;Переходник Андроид магнитолы для Renault 2012+ (аналог);1300;20256;ок;1;4;0
Skoda;Fabia;2007–2015;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Skoda Fabia 2007 - 2015 10 дюймов;SK 040T;798;Переходник Андроид магнитолы для VW,Skoda (Квадлок, PQ);1500;19398;ок;1;4;0
